example_id,conversation_id,tweet_id,customer_message,optional_context,ai_draft_intent,human_intent,ambiguity_flag,human_annotation_notes,annotation_status,annotator_id,annotation_timestamp
GOLDEN_150,1725256,1725256,Ok seriously wtf is this question mark that’s popping up? @115858 what’s fucking good? 🤷🏾‍♂️,,Software Bug / Glitch,,,,pending_human_review,,
GOLDEN_151,553499,553499,@AppleSupport hi. How can I update MBP 2011 from 10.7.5 to 10.13? For install 10.13 I need 10.8 whats no longer aviable in App Store. Any solution?,,How-To / Feature Question,,,,pending_human_review,,
GOLDEN_152,512476,512476,"Iphone keeps crashing into a black screen then it resets. It keeps happening every minute or so. Already tried hard reset, analytics and a few other solutions, obviously none worked. Iphone7, up to date. This is really insane! New bug? @AppleSupport https\\://t.co/5A77HjHZBY",,Device Performance / Hardware,,,,pending_human_review,,
GOLDEN_153,1002254,1002254,@AppleSupport what does this message mean and how do I fix it? :( https\\://t.co/GNt1oNBn4R,,How-To / Feature Question,,,,pending_human_review,,
GOLDEN_154,898703,898703,"My phone really is a broken piece of crap since the iOS 11 update. Thanks again, @115858 !",,General Complaint / Venting (Other),,,,pending_human_review,,
GOLDEN_155,2152094,2152094,@AppleSupport it is CONSTANTLY freezing https\\://t.co/zNouOskak0,,Device Performance / Hardware,,,,pending_human_review,,
GOLDEN_156,2955463,2955463,@115858 I swear you’ve intentionally destroyed my iPhone 6 with the latest iOS. A little disappointing after all the money I’ve spent over the years with you....#ripoff #slowmotion,,Device Performance / Hardware,,,,pending_human_review,,
GOLDEN_157,1126192,1126192,Thanks alot for turning my perfectly good iPhone into an unusable piece of crap with your new update @AppleSupport,,General Complaint / Venting (Other),,,,pending_human_review,,
GOLDEN_158,1592413,1592413,What in the actual hell kinda autocorrect is this shit. Gotta be big special @115858 https\\://t.co/YXnyctkiZx,,Software Bug / Glitch,,,,pending_human_review,,
GOLDEN_159,2307526,2307526,Seriously contemplating switching to an android. My iPhone is giving me nothing but problems ☹️ so unhappy w @115858,,General Complaint / Venting (Other),,,,pending_human_review,,
GOLDEN_160,2112896,2112896,"@AppleSupport Is the update servers currently down? All of our devices will download, but can’t verify updates.",,Services & Account,,,,pending_human_review,,
GOLDEN_161,1966608,1966608,.\\@116333 https\\://t.co/AmmPU7HzNI Steve would be 😡My iOS still lags and drains battery. Apple is not on the cutting edge anymore. No taste.,,Device Performance / Hardware,,,,pending_human_review,,
GOLDEN_162,1370254,1370254,". @AppleSupport ever since iOS11, messages send slow &amp; photos on iMessage take too long! PLUS my signal strength is SUPER LOW. Thoughts?",,Software Bug / Glitch,,,,pending_human_review,,
GOLDEN_163,1969590,1969590,@115858 your updates have caused a great product to be subpar. It’s slowed my phone down and I have missed photo ops of my 2yr old.:( #slow,,Device Performance / Hardware,,,,pending_human_review,,
GOLDEN_164,703062,703062,thankful for my broken ass phone. thank you. so much. @115858 #HappyThanksgiving2017,,General Complaint / Venting (Other),,,,pending_human_review,,
GOLDEN_165,1475373,1475373,"@AppleSupport How do you disable the ""iTunes has stopped updating..."" podcasts feature in iTunes?",,How-To / Feature Question,,,,pending_human_review,,
GOLDEN_166,1507304,1507304,"@AppleSupport what’s this error 9 software issue,@116333 why I’ve to suffer for your software issues https\\://t.co/qUu2qkRrAX",,Software Bug / Glitch,,,,pending_human_review,,
GOLDEN_167,2945713,2945713,So my Apple Music is not working. Im not able to search for music. I don't pay for things that don't work. What's going?  @AppleSupport,,Services & Account,,,,pending_human_review,,
GOLDEN_168,1442023,1442023,"fuck @115858 @797 tried updating my stupid phone and its broken, now i have to live off my fucking laptop until they send me a new one im so annoyed",,Device Performance / Hardware,,,,pending_human_review,,
GOLDEN_169,522101,522101,@AppleSupport Learned something new at the Apple Store today. We are no longer supposed to swipe up on apps to close them. Can you confirm this and Tweet about it if it's true?,,How-To / Feature Question,,,,pending_human_review,,
GOLDEN_170,1638796,1638796,@AppleSupport This message pops up randomly.Solution?Disclaimer\\\:I am enrolled for the Beta program.Already on 11.2 https\\://t.co/v17DyusFgy,,Software Bug / Glitch,,,,pending_human_review,,
GOLDEN_171,1642533,1642533,Hey @115858 I️ need you to fix I️ asap! I️,,Software Bug / Glitch,,,,pending_human_review,,
GOLDEN_172,287475,287475,@AppleSupport what happen to my device I have a Factory Unlock phone and it says  No Service I have just reset my phone and that just happen https\\://t.co/5JgqigGLc8,,Services & Account,,,,pending_human_review,,
GOLDEN_173,596931,596931,@AppleSupport Why does my iPad keep doing this 😭 https\\://t.co/dgTwrAU0Lr,,General Complaint / Venting (Other),,,,pending_human_review,,
GOLDEN_174,1740793,1740793,Okay @115858 why are you freezing every time I use my phone?,,Device Performance / Hardware,,,,pending_human_review,,
GOLDEN_175,2013622,2013622,Copy paste not working on #iPhone6 using #ios11.1  @115858 @AppleSupport,,Software Bug / Glitch,,,,pending_human_review,,
GOLDEN_176,495134,495134,@115858 please fix the issue of “I.T “ or acknowledged that there is an issue.  It’s beyond annoying and frustrating!,,Software Bug / Glitch,,,,pending_human_review,,
GOLDEN_177,943588,943588,"@AppleSupport @115858 I’ve unchecked Live Photo, yet it keeps defaulting to Live Photo. I want to make Live Photo go away entirely. https\\://t.co/63B3p3Ejte",,Software Bug / Glitch,,,,pending_human_review,,
GOLDEN_178,2580528,2580528,@115858 @AppleSupport iPad crashes since 11.1.1 update???,,Device Performance / Hardware,,,,pending_human_review,,
GOLDEN_179,1877566,1877566,MY PHONE JYST MADE A WEIRD ASS SQUEAKING NOISE WTF WAS RHAT @115858 FIX YO SHIT,,Device Performance / Hardware,,,,pending_human_review,,
GOLDEN_180,553466,553466,All 3 @25142 lightning splitters I tried failed immediately. How can @AppleSupport sell defective products like this its stores? #rubbish https\\://t.co/yd9EpQWAno,,Purchase & Store Operations,,,,pending_human_review,,
GOLDEN_181,1835417,1835417,@AppleSupport Upgraded to an #iPhone7 &amp; I'm finding that the #iphone6s worked much better.  I have to restart to get internet connectivity 😕,,Device Performance / Hardware,,,,pending_human_review,,
GOLDEN_182,2121596,2121596,@AppleSupport HELLO my phone has been buggy AF since the new update are you working on getting rid of this? Half the time it literally just doesn’t work 🤷🏻‍♀️,,Device Performance / Hardware,,,,pending_human_review,,
GOLDEN_183,2468869,2468869,fix the letter i @AppleSupport,,Software Bug / Glitch,,,,pending_human_review,,
GOLDEN_184,2352166,2352166,I was late to work AGAIN because my alarms never fucking work. @115858 FIX this shit. 😒,,Software Bug / Glitch,,,,pending_human_review,,
GOLDEN_185,267355,267355,"So @AppleSupport , my iPhone goes black, shows spinner.  GBoard?  I have crash log.  Crash has happened for months.  Send you log?",,Device Performance / Hardware,,,,pending_human_review,,
GOLDEN_186,427109,427109,Somebody else’s iphone turns wifi automatically on after the alarm clock goes off in the morning since the stupid update?,,Software Bug / Glitch,,,,pending_human_review,,
GOLDEN_187,2731333,2731333,Dear @115858  I love my iPhone &amp; all its features. I think the Hey Siri feature should unlock your phone. Kinda sucks when I’m trying to show off the Hey Siri feature or just use it in general &amp; I still have to touch my phone. Please change.               Longtime iPhone Customer.,,General Complaint / Venting (Other),,,,pending_human_review,,
GOLDEN_188,1627206,1627206,Can we get this whole I️ thing fixed please @115858,,Software Bug / Glitch,,,,pending_human_review,,
GOLDEN_189,1986608,1986608,"Is this something new @AppleSupport, or should I be able to turn off local backup encryption in #iTunes? https\\://t.co/MyPCPhUGdR",,How-To / Feature Question,,,,pending_human_review,,
GOLDEN_190,1911172,1911172,Anyone pleeeease tell me how to take latest iOS update off my phone????😱😱😱 @AppleSupport,,How-To / Feature Question,,,,pending_human_review,,
GOLDEN_191,1410802,1410802,@AppleSupport is there ever gonna be a fix for the last update that made my iPhone 6 Plus basically useless   No im not buying an X or an 8,,General Complaint / Venting (Other),,,,pending_human_review,,
GOLDEN_192,2253446,2253446,Soo that update was supposed to fix my keyboard with the little question mark emoji and i didn’t .... @115858,,Software Bug / Glitch,,,,pending_human_review,,
GOLDEN_193,1134102,1134102,Does @115858 punishes @125607 S8 users by blocking access to @115948 ?! I'm a paying client !  Care to comment @AppleSupport ? https\\://t.co/r3YxCOu7jg,,Services & Account,,,,pending_human_review,,
GOLDEN_194,843305,843305,Thanks to the many talented iOS app developers who previewed AR features for me this week. Hearing great ideas across Europe! @37390 https\\://t.co/rJBgCeGUd9,,General Complaint / Venting (Other),,,,pending_human_review,,
GOLDEN_195,620128,620128,@AppleSupport I got charged for an album I already paid for a long time ago and I’d like a refund please,,Services & Account,,,,pending_human_review,,
GOLDEN_196,1926456,1926456,Is it an @ATT issue or an @AppleSupport issue that I must toggle airplane mode several times a day to get LTE to work? Need @125607 ?,,Services & Account,,,,pending_human_review,,
GOLDEN_197,844297,844297,"@12228 @115858 @AppleSupport no habéis hecho nada bien con el iOS 11, todo son fallos y errores. Arregladlo ya o me paso a @122609",,General Complaint / Venting (Other),,,,pending_human_review,,
GOLDEN_198,1898419,1898419,What an awful update of iOS @115858 !!! My iphone6 drains the battery like hell now.,,Device Performance / Hardware,,,,pending_human_review,,
GOLDEN_199,1039545,1039545,@115858 what the fuck https\\://t.co/CFIJR7LvIv,,General Complaint / Venting (Other),,,,pending_human_review,,
GOLDEN_200,1447317,1447317,@115858 what is wrong w/ my letter “i”,,Software Bug / Glitch,,,,pending_human_review,,
