example_id,conversation_id,tweet_id,customer_message,optional_context,annotation_status,intent,ambiguity_flag,annotation_notes,annotation_source
GOLDEN_138,1013196,1013196,@AppleSupport ya’ll need to fix my damn phone cuz IOS 11 made my phone shitty,,ai_draft,General Complaint / Venting (Other),True,Broad complaint that iOS 11 made the phone worse; no specific actionable issue.,ai_draft
GOLDEN_139,2010656,2010656,@AppleSupport @115858 can you get yourselves together and fix the “i” glitch please??? it’s taking over every app i have on my phone.,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_140,326756,326756,"@AppleSupport when I turn off airplane mode , suddenly WiFi and Bluetooth turn on. https\://t.co/ajymNO2gjW",,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_141,1768821,1768821,@70441 you mentioned getting a weird symbol when you typed the letter “ I️ “ well I️ am getting it now as well! @AppleSupport HELP!,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_142,366019,366019,With this new OS update the failure rate for sending messages has increased. Enjoy the ability of missing messages @115858,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_143,1579101,1579101,I can’t stand how fast this bullshit 7+ battery dies.... @115858,,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_144,2077168,2077168,"@AppleSupport Dear Team, I am using I phone 6s , I have update latest os 11 but faced lot of problems, Hanging on call history. Kindly check",,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_145,365698,365698,Hey @AppleSupport thanks for forcing me to update my phone then have it crash every 6 seconds 👍🏻,,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_146,955697,955697,"@AppleSupport So my apple iD just got hacked and obviously, I got an African mum. Can we sort this before she scroll's down OUR contacts? :/",,ai_draft,Services & Account,False,,ai_draft
GOLDEN_147,1828438,1828438,And I turn off wifi and bluetooth in the pull up menu but when I go to settings they’re still on. What is the deal??? @115858 #iphone #iOS11 https\://t.co/ZJnLpeDeLD,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_148,170358,170358,Uh oh I’m having iPhone X issues. Let’s hope you can fix this @115858.,,ai_draft,General Complaint / Venting (Other),False,,ai_draft
GOLDEN_149,2353677,2353677,@115858 needs to fix this “I️” issue! 😩🙄,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_150,1725256,1725256,Ok seriously wtf is this question mark that’s popping up? @115858 what’s fucking good? 🤷🏾‍♂️,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_151,553499,553499,@AppleSupport hi. How can I update MBP 2011 from 10.7.5 to 10.13? For install 10.13 I need 10.8 whats no longer aviable in App Store. Any solution?,,ai_draft,How-To / Feature Question,False,,ai_draft
GOLDEN_152,512476,512476,"Iphone keeps crashing into a black screen then it resets. It keeps happening every minute or so. Already tried hard reset, analytics and a few other solutions, obviously none worked. Iphone7, up to date. This is really insane! New bug? @AppleSupport https\://t.co/5A77HjHZBY",,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_153,1002254,1002254,@AppleSupport what does this message mean and how do I fix it? :( https\://t.co/GNt1oNBn4R,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_154,898703,898703,"My phone really is a broken piece of crap since the iOS 11 update. Thanks again, @115858 !",,ai_draft,General Complaint / Venting (Other),False,,ai_draft
GOLDEN_155,2152094,2152094,@AppleSupport it is CONSTANTLY freezing https\://t.co/zNouOskak0,,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_156,2955463,2955463,@115858 I swear you’ve intentionally destroyed my iPhone 6 with the latest iOS. A little disappointing after all the money I’ve spent over the years with you....#ripoff #slowmotion,,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_157,1126192,1126192,Thanks alot for turning my perfectly good iPhone into an unusable piece of crap with your new update @AppleSupport,,ai_draft,General Complaint / Venting (Other),False,,ai_draft
GOLDEN_158,1592413,1592413,What in the actual hell kinda autocorrect is this shit. Gotta be big special @115858 https\://t.co/YXnyctkiZx,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_159,2307526,2307526,Seriously contemplating switching to an android. My iPhone is giving me nothing but problems ☹️ so unhappy w @115858,,ai_draft,General Complaint / Venting (Other),False,,ai_draft
GOLDEN_160,2112896,2112896,"@AppleSupport Is the update servers currently down? All of our devices will download, but can’t verify updates.",,ai_draft,Services & Account,False,,ai_draft
GOLDEN_161,1966608,1966608,.\@116333 https\://t.co/AmmPU7HzNI Steve would be 😡My iOS still lags and drains battery. Apple is not on the cutting edge anymore. No taste.,,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_162,1370254,1370254,". @AppleSupport ever since iOS11, messages send slow &amp; photos on iMessage take too long! PLUS my signal strength is SUPER LOW. Thoughts?",,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_163,1969590,1969590,@115858 your updates have caused a great product to be subpar. It’s slowed my phone down and I have missed photo ops of my 2yr old.:( #slow,,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_164,703062,703062,thankful for my broken ass phone. thank you. so much. @115858 #HappyThanksgiving2017,,ai_draft,General Complaint / Venting (Other),False,,ai_draft
GOLDEN_165,1475373,1475373,"@AppleSupport How do you disable the ""iTunes has stopped updating..."" podcasts feature in iTunes?",,ai_draft,How-To / Feature Question,False,,ai_draft
GOLDEN_166,1507304,1507304,"@AppleSupport what’s this error 9 software issue,@116333 why I’ve to suffer for your software issues https\://t.co/qUu2qkRrAX",,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_167,2945713,2945713,So my Apple Music is not working. Im not able to search for music. I don't pay for things that don't work. What's going?  @AppleSupport,,ai_draft,Services & Account,False,,ai_draft
GOLDEN_168,1442023,1442023,"fuck @115858 @797 tried updating my stupid phone and its broken, now i have to live off my fucking laptop until they send me a new one im so annoyed",,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_169,522101,522101,@AppleSupport Learned something new at the Apple Store today. We are no longer supposed to swipe up on apps to close them. Can you confirm this and Tweet about it if it's true?,,ai_draft,How-To / Feature Question,False,,ai_draft
GOLDEN_170,1638796,1638796,@AppleSupport This message pops up randomly.Solution?Disclaimer\:I am enrolled for the Beta program.Already on 11.2 https\://t.co/v17DyusFgy,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_171,1642533,1642533,Hey @115858 I️ need you to fix I️ asap! I️,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_172,287475,287475,@AppleSupport what happen to my device I have a Factory Unlock phone and it says  No Service I have just reset my phone and that just happen https\://t.co/5JgqigGLc8,,ai_draft,Services & Account,False,,ai_draft
GOLDEN_173,596931,596931,@AppleSupport Why does my iPad keep doing this 😭 https\://t.co/dgTwrAU0Lr,,ai_draft,General Complaint / Venting (Other),False,,ai_draft
GOLDEN_174,1740793,1740793,Okay @115858 why are you freezing every time I use my phone?,,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_175,2013622,2013622,Copy paste not working on #iPhone6 using #ios11.1  @115858 @AppleSupport,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_176,495134,495134,@115858 please fix the issue of “I.T “ or acknowledged that there is an issue.  It’s beyond annoying and frustrating!,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_177,943588,943588,"@AppleSupport @115858 I’ve unchecked Live Photo, yet it keeps defaulting to Live Photo. I want to make Live Photo go away entirely. https\://t.co/63B3p3Ejte",,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_178,2580528,2580528,@115858 @AppleSupport iPad crashes since 11.1.1 update???,,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_179,1877566,1877566,MY PHONE JYST MADE A WEIRD ASS SQUEAKING NOISE WTF WAS RHAT @115858 FIX YO SHIT,,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_180,553466,553466,All 3 @25142 lightning splitters I tried failed immediately. How can @AppleSupport sell defective products like this its stores? #rubbish https\://t.co/yd9EpQWAno,,ai_draft,Purchase & Store Operations,False,,ai_draft
GOLDEN_181,1835417,1835417,@AppleSupport Upgraded to an #iPhone7 &amp; I'm finding that the #iphone6s worked much better.  I have to restart to get internet connectivity 😕,,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_182,2121596,2121596,@AppleSupport HELLO my phone has been buggy AF since the new update are you working on getting rid of this? Half the time it literally just doesn’t work 🤷🏻‍♀️,,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_183,2468869,2468869,fix the letter i @AppleSupport,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_184,2352166,2352166,I was late to work AGAIN because my alarms never fucking work. @115858 FIX this shit. 😒,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_185,267355,267355,"So @AppleSupport , my iPhone goes black, shows spinner.  GBoard?  I have crash log.  Crash has happened for months.  Send you log?",,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_186,427109,427109,Somebody else’s iphone turns wifi automatically on after the alarm clock goes off in the morning since the stupid update?,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_187,2731333,2731333,Dear @115858  I love my iPhone &amp; all its features. I think the Hey Siri feature should unlock your phone. Kinda sucks when I’m trying to show off the Hey Siri feature or just use it in general &amp; I still have to touch my phone. Please change.               Longtime iPhone Customer.,,ai_draft,General Complaint / Venting (Other),False,,ai_draft
GOLDEN_188,1627206,1627206,Can we get this whole I️ thing fixed please @115858,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_189,1986608,1986608,"Is this something new @AppleSupport, or should I be able to turn off local backup encryption in #iTunes? https\://t.co/MyPCPhUGdR",,ai_draft,How-To / Feature Question,False,,ai_draft
GOLDEN_190,1911172,1911172,Anyone pleeeease tell me how to take latest iOS update off my phone????😱😱😱 @AppleSupport,,ai_draft,How-To / Feature Question,False,,ai_draft
GOLDEN_191,1410802,1410802,@AppleSupport is there ever gonna be a fix for the last update that made my iPhone 6 Plus basically useless   No im not buying an X or an 8,,ai_draft,General Complaint / Venting (Other),False,,ai_draft
GOLDEN_192,2253446,2253446,Soo that update was supposed to fix my keyboard with the little question mark emoji and i didn’t .... @115858,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_193,1134102,1134102,Does @115858 punishes @125607 S8 users by blocking access to @115948 ?! I'm a paying client !  Care to comment @AppleSupport ? https\://t.co/r3YxCOu7jg,,ai_draft,Services & Account,False,,ai_draft
GOLDEN_194,843305,843305,Thanks to the many talented iOS app developers who previewed AR features for me this week. Hearing great ideas across Europe! @37390 https\://t.co/rJBgCeGUd9,,ai_draft,General Complaint / Venting (Other),False,,ai_draft
GOLDEN_195,620128,620128,@AppleSupport I got charged for an album I already paid for a long time ago and I’d like a refund please,,ai_draft,Services & Account,False,,ai_draft
GOLDEN_196,1926456,1926456,Is it an @ATT issue or an @AppleSupport issue that I must toggle airplane mode several times a day to get LTE to work? Need @125607 ?,,ai_draft,Services & Account,False,,ai_draft
GOLDEN_197,844297,844297,"@12228 @115858 @AppleSupport no habéis hecho nada bien con el iOS 11, todo son fallos y errores. Arregladlo ya o me paso a @122609",,ai_draft,General Complaint / Venting (Other),False,,ai_draft
GOLDEN_198,1898419,1898419,What an awful update of iOS @115858 !!! My iphone6 drains the battery like hell now.,,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_199,1039545,1039545,@115858 what the fuck https\://t.co/CFIJR7LvIv,,ai_draft,General Complaint / Venting (Other),False,,ai_draft
GOLDEN_200,1447317,1447317,@115858 what is wrong w/ my letter “i”,,ai_draft,Software Bug / Glitch,False,,ai_draft
